User_ID,Gender,Age,Occupation
1001906,f,26-35,5
1001991,m,26-35,20
1002045,f,0-17,0
1002422,f,51-55,9
1002542,f,46-50,13
1002543,f,36-45,0
1002584,f,55+,1
1002601,m,36-45,16
1002618,f,18-25,4
1002640,m,36-45,12
1003181,m,26-35,12
1003330,f,36-45,1
1003803,f,36-45,9
1004100,m,55+,6
1004385,m,26-35,4
1004527,m,18-25,0
1004612,f,18-25,4
1004955,m,55+,13
1005007,f,18-25,4
1005110,m,36-45,15
1005160,f,18-25,4
1005295,m,36-45,7
1005309,m,26-35,0
1005320,f,18-25,5
1005409,m,46-50,1
1005608,m,18-25,3
1006038,f,55+,1
1000455,f,36-45,2
1000527,f,26-35,2
1000640,m,18-25,4
1000703,f,55+,1
1001282,m,51-55,1
1001674,m,36-45,2
1004293,f,46-50,9
1004588,f,26-35,4
1004871,m,18-25,12
1004113,m,36-45,17
1005391,m,26-35,7
1001529,m,18-25,4
